valor,hora,dia_semana,categoria,is_fraude
1053.36,21,6,C,0
48.5,9,0,A,0
65.89,19,5,A,0
375.24,5,2,A,0
751.6,12,0,B,0
229.34,12,5,B,0
250.48,19,1,C,0
723.93,15,3,A,0
285.05,10,2,A,0
246.97,17,1,A,0
139.05,0,5,C,0
180.03,15,5,B,0
158.94,17,2,A,0
336.51,16,2,A,0
609.25,17,5,D,0
512.0,15,5,A,0
454.09,22,4,A,0
1055.33,1,0,D,0
807.3,9,2,B,0
1034.93,9,5,D,1
17.18,14,5,D,0
200.23,23,0,B,0
350.33,16,6,C,0
247.86,4,2,A,0
454.96,5,0,B,0
1750.12,14,4,A,0
66.68,11,3,A,0
162.1,23,2,B,0
1224.11,10,3,C,0
222.64,11,3,A,0
215.88,2,2,B,0
819.83,15,5,A,0
17.05,21,6,B,0
50.92,3,2,A,0
54.19,0,6,A,0
1822.9,4,2,A,1
37.45,12,2,A,0
205.98,0,4,D,0
887.04,14,3,D,1
193.96,5,6,B,0
9.64,21,6,A,0
217.48,3,0,A,0
35.01,22,0,A,0
357.66,20,5,C,0
252.15,1,3,A,0
176.25,12,5,B,0
756.75,12,4,A,0
964.76,11,0,C,0
273.56,16,2,A,0
237.35,9,6,A,0
998.01,5,1,C,0
843.18,17,5,A,0
750.07,15,4,D,0
413.66,7,1,C,0
303.57,6,5,B,0
1339.41,9,2,A,0
138.25,21,3,A,0
146.15,5,3,B,0
42.78,5,1,D,0
206.49,19,0,A,0
292.24,7,3,B,0
43.89,1,4,D,0
162.91,0,6,A,0
219.57,10,6,A,0
1818.14,13,6,C,1
1510.57,13,0,A,0
49.18,6,6,B,0
212.17,3,1,C,0
616.1,10,6,A,0
381.04,15,2,B,0
488.98,3,2,C,0
780.31,4,2,B,0
176.1,16,4,C,0
482.01,5,5,B,0
408.37,22,5,A,0
27.2,19,4,D,0
437.15,0,2,A,0
20.93,9,5,B,0
104.41,18,3,B,1
46.76,23,4,C,0
105.48,14,2,B,0
1204.56,23,2,D,1
788.43,20,3,B,0
138.6,21,5,B,0
1227.13,2,0,A,0
51.74,6,2,B,0
79.64,18,0,A,0
242.51,5,4,C,0
22.53,3,0,A,0
211.67,9,5,B,0
337.52,21,4,B,0
603.25,18,6,B,0
579.23,19,6,B,0
2947.46,12,2,A,1
301.14,16,4,B,0
712.65,20,2,A,0
513.87,0,4,A,0
585.81,13,3,D,1
138.88,18,6,A,0
334.15,23,6,A,0
660.73,13,2,B,0
315.18,18,2,A,0
772.56,5,2,C,0
280.54,4,2,C,0
116.05,10,1,D,0
47.29,19,4,B,0
119.21,10,3,C,0
384.96,12,3,B,0
246.77,11,2,B,0
539.69,22,1,A,0
189.23,0,0,A,0
588.5,9,3,A,0
154.83,21,4,D,0
1498.61,17,6,B,0
141.97,8,1,A,0
797.49,2,5,C,0
224.72,0,1,A,0
112.38,10,6,D,0
1266.77,6,0,C,0
198.81,18,6,B,0
508.9,21,3,A,0
72.58,15,1,C,0
1331.71,14,6,A,0
59.7,4,5,C,0
833.1,5,0,C,0
5.95,1,4,C,0
152.43,7,1,A,0
258.51,20,6,B,0
504.48,16,1,B,0
478.8,6,0,A,0
129.78,21,4,A,0
31.11,14,3,B,0
40.89,8,4,A,0
0.01,8,0,A,0
578.47,9,0,C,0
58.32,3,5,A,0
673.95,22,6,D,1
129.73,0,3,B,0
77.24,15,1,A,0
249.37,22,6,C,0
535.47,19,5,B,0
750.47,15,1,C,0
294.52,22,4,A,0
136.98,11,3,D,0
220.82,12,5,A,0
1239.3,11,5,A,0
646.85,13,5,A,0
192.7,12,0,A,0
476.34,1,6,B,1
221.79,7,1,A,0
604.09,6,3,C,0
134.57,16,2,A,0
214.41,6,0,D,1
386.7,13,0,A,0
67.03,18,2,D,0
522.34,5,2,B,0
439.26,18,2,C,0
1715.88,9,0,A,1
512.1,23,0,C,0
391.24,11,0,A,0
354.21,22,0,A,0
421.4,3,1,D,0
1272.59,6,0,B,0
46.61,8,1,A,0
875.87,16,6,B,0
155.34,20,6,A,0
1.83,17,0,A,0
107.07,0,0,B,0
298.31,9,5,C,0
322.58,12,3,B,0
317.0,2,6,A,0
357.28,3,5,D,0
13.08,18,2,B,0
2864.88,2,2,A,1
222.32,6,4,B,0
69.53,9,6,A,0
100.88,15,3,B,0
511.58,20,0,B,0
162.13,15,5,B,0
330.89,17,1,B,0
1222.57,11,1,C,0
250.45,10,6,A,0
328.7,12,5,C,0
148.57,17,3,C,0
520.91,6,0,B,1
510.13,5,0,A,0
200.16,3,3,B,0
189.28,23,3,C,0
449.4,19,0,C,0
449.1,2,6,A,0
752.48,1,6,B,0
1399.97,23,0,A,1
141.06,10,0,C,0
166.36,6,0,A,0
180.05,11,1,D,0
341.15,21,6,C,0
135.74,19,3,C,0
362.06,6,5,B,0
303.17,18,2,A,0
85.92,15,6,D,0
599.82,3,0,A,0
581.95,9,6,B,0
38.84,21,3,A,0
356.8,12,5,C,0
406.31,19,5,A,0
42.23,2,3,B,0
98.54,7,5,A,0
525.18,21,3,D,0
104.86,6,1,B,0
84.75,11,5,A,0
41.82,1,0,A,0
300.01,12,1,A,0
2043.77,16,3,B,1
263.18,18,3,B,0
634.01,11,2,D,1
711.34,3,0,A,0
291.71,9,5,A,0
70.68,23,4,A,1
63.35,7,2,B,0
527.11,1,2,B,0
613.26,22,4,B,0
218.58,23,1,A,0
313.56,9,2,A,0
247.01,19,5,C,0
217.92,8,2,C,0
701.11,4,4,B,0
202.02,12,0,B,0
451.15,3,5,A,0
24.15,2,5,C,0
53.19,6,2,D,0
104.94,23,6,C,1
369.55,22,2,B,0
211.03,18,5,B,0
516.1,4,6,A,0
108.44,1,0,B,0
1392.05,16,3,B,0
366.8,7,6,A,0
903.15,14,0,B,0
54.41,11,1,D,0
113.06,18,2,A,0
259.94,0,6,B,0
352.37,22,1,A,0
435.36,8,3,B,0
6.26,8,0,A,0
693.81,11,5,B,0
560.56,5,5,C,0
1627.36,5,2,A,1
118.14,11,1,B,0
455.6,4,0,B,0
464.35,16,4,B,0
279.69,20,0,A,0
54.76,2,4,B,0
120.33,13,6,A,0
2537.26,6,5,A,0
1170.9,13,5,A,0
549.91,14,0,C,0
462.09,5,3,C,0
882.67,9,1,A,0
122.85,15,6,B,0
63.07,3,5,C,0
57.3,9,6,C,0
268.01,12,0,B,0
1244.61,23,3,B,0
266.53,16,6,C,0
634.18,21,3,A,0
672.22,15,2,A,0
149.15,0,0,D,0
202.79,22,4,B,0
50.62,3,1,C,0
474.29,16,0,A,0
1532.37,12,4,B,1
138.15,4,2,B,0
548.93,3,1,B,0
330.85,3,2,D,0
66.03,1,4,A,0
742.92,14,6,B,0
100.42,7,0,B,0
133.41,3,4,B,0
227.37,13,0,B,0
306.72,13,4,C,0
738.01,4,4,D,1
238.41,21,4,C,0
259.67,4,1,A,0
47.82,2,1,A,0
965.88,2,5,A,1
149.54,5,3,A,0
218.1,11,6,B,0
587.95,9,2,C,0
148.51,22,0,B,0
91.64,20,5,B,0
320.2,3,5,B,0
319.79,3,6,A,0
45.39,12,6,C,0
799.65,22,0,B,0
37.09,16,4,A,0
1078.62,9,0,A,0
1147.91,22,1,B,1
979.48,11,2,A,0
777.58,23,3,A,0
548.87,21,2,D,0
640.38,12,5,A,0
152.62,3,2,C,0
44.05,7,6,B,0
193.91,6,0,A,0
57.75,12,5,B,0
670.34,5,5,A,0
19.71,2,4,A,0
2383.61,17,1,C,0
232.7,0,3,A,0
1859.65,17,1,A,0
439.89,18,5,A,0
1219.34,20,1,C,0
334.53,12,4,A,0
439.32,22,5,C,0
870.43,13,0,D,1
122.56,1,3,D,0
70.76,7,0,A,0
1072.22,18,4,A,0
276.27,0,4,D,0
16.35,23,2,A,0
134.69,13,3,C,0
136.87,0,5,B,0
53.59,21,4,B,0
1146.13,1,1,B,0
88.35,19,5,C,0
303.62,10,6,A,0
21.18,11,2,B,0
445.35,21,1,A,0
1110.56,23,4,D,1
303.36,6,6,B,0
409.38,11,6,B,0
741.07,2,3,B,0
513.75,12,6,A,0
89.06,14,1,B,0
16.11,6,5,D,0
1548.2,2,6,B,1
328.89,1,5,A,0
600.39,10,3,A,0
219.62,13,3,A,0
193.41,4,4,B,0
81.99,10,5,C,1
775.21,12,4,A,0
707.11,11,3,D,0
44.75,2,6,D,0
256.93,11,6,B,0
391.78,13,1,C,0
1024.74,17,3,B,0
158.38,4,4,B,0
305.8,13,1,A,0
209.26,12,1,B,0
91.93,23,1,A,0
237.68,23,4,B,0
27.32,5,0,B,0
858.01,19,5,A,0
688.47,0,6,A,0
195.66,14,2,A,0
221.39,7,0,A,1
283.6,3,6,A,0
616.63,17,5,A,0
1708.36,23,1,C,1
72.24,16,6,D,0
833.03,20,3,A,0
109.24,8,5,C,0
859.04,1,0,D,0
77.32,4,0,A,0
323.34,16,5,D,0
501.38,17,3,B,0
505.7,10,4,B,0
316.93,12,2,B,0
2129.79,20,5,C,1
403.39,20,1,A,0
671.19,7,1,A,0
100.43,23,1,A,0
41.69,8,3,C,0
475.4,20,6,C,0
319.6,18,3,D,0
85.41,21,6,B,0
73.58,5,3,B,0
1079.58,19,4,B,0
11.5,10,2,A,0
181.16,5,4,C,0
2.73,15,3,B,0
134.52,1,1,C,0
717.51,11,0,B,0
125.33,6,0,C,0
141.01,14,6,A,0
188.85,22,5,A,0
498.09,1,1,C,0
98.61,5,6,A,0
244.37,19,4,C,0
11.47,8,1,C,0
212.48,5,2,C,0
24.23,13,1,A,0
156.56,18,3,A,0
42.73,8,0,A,0
1460.84,23,6,B,0
6.09,20,2,C,0
370.1,23,2,C,0
32.79,12,6,C,0
189.19,17,3,B,0
628.95,22,5,B,0
125.83,13,5,B,0
751.19,0,1,A,0
249.34,10,4,B,0
63.45,20,3,A,0
106.95,23,1,A,0
239.55,23,3,A,0
821.15,0,0,B,0
58.12,20,5,C,0
86.99,8,1,A,0
287.32,20,3,B,0
655.5,9,0,C,0
616.31,10,1,C,0
442.92,17,1,C,0
72.64,14,6,C,0
407.77,2,5,D,0
646.97,17,3,B,0
355.64,21,2,B,0
372.53,15,6,D,0
890.91,18,4,A,0
17.73,20,1,B,0
44.72,8,2,A,0
715.22,4,0,A,0
153.64,21,6,A,0
348.93,2,0,D,0
180.05,8,4,A,0
170.32,21,4,A,0
521.94,5,3,A,0
127.7,23,6,A,0
288.56,9,1,C,0
652.76,8,1,B,0
1595.95,6,3,A,1
17.85,22,4,B,0
248.55,13,3,A,0
332.3,6,3,B,0
82.74,3,4,C,0
367.72,21,5,A,0
448.27,15,4,A,0
806.16,0,6,A,1
869.78,8,3,A,0
587.69,15,1,A,0
222.35,2,2,C,0
395.04,2,3,D,0
326.74,17,2,A,0
14.44,12,5,B,0
46.12,15,3,A,0
828.94,18,5,A,0
202.94,19,3,A,0
234.06,17,6,C,0
326.76,22,2,B,0
108.06,13,3,B,0
466.6,0,1,C,0
330.76,4,0,B,0
20.63,3,3,A,0
513.81,21,3,A,0
314.67,5,1,B,0
304.92,11,0,A,0
2009.72,7,4,A,1
92.39,5,2,D,0
155.97,12,2,A,0
455.91,22,3,C,0
121.43,1,2,B,0
1340.35,12,6,B,0
679.49,7,1,B,0
140.34,21,0,A,0
1257.4,23,3,C,1
467.3,8,6,C,0
205.15,15,5,C,0
1318.25,8,1,A,0
123.04,10,1,B,0
577.64,14,0,A,0
400.24,4,4,B,0
600.57,12,1,B,0
254.56,15,1,B,0
292.03,21,0,B,0
5.62,1,0,A,0
583.18,17,6,C,0
31.79,19,6,A,0
185.95,1,6,B,0
181.46,4,1,A,0
989.22,7,1,A,0
88.88,9,1,A,0
1003.86,3,1,A,1
48.4,22,6,C,0
550.96,14,1,A,1
63.11,2,2,B,0
823.63,18,6,C,0
460.93,21,5,C,0
1274.16,2,3,A,1
26.28,22,6,A,0
114.4,9,5,A,0
312.58,8,6,A,0
97.52,16,3,A,0
68.95,14,1,B,0
749.59,4,0,C,0
481.42,13,0,A,0
127.67,18,4,C,0
196.76,4,2,D,0
605.52,6,4,A,0
360.32,18,0,A,0
224.65,5,6,B,0
627.27,5,1,C,1
28.39,3,6,B,0
182.31,18,2,A,0
245.96,13,3,A,0
718.09,21,2,A,0
296.21,7,1,A,0
1129.12,7,6,C,0
32.11,22,4,A,0
2920.41,1,5,D,1
1832.7,12,4,B,1
661.93,5,3,B,0
832.92,1,3,A,0
803.69,21,0,C,0
65.54,5,5,B,0
1059.32,23,6,C,1
450.35,5,1,B,0
363.62,4,0,A,0
1798.64,7,4,A,0
117.32,18,6,B,0
1985.36,2,6,B,0
2203.87,2,1,B,1
1003.38,1,0,D,1
114.14,21,3,A,0
3.53,16,6,D,0
222.29,21,2,A,0
981.59,8,5,D,1
625.25,21,3,A,0
107.86,17,5,A,0
174.9,9,3,C,0
277.39,4,1,B,0
200.81,22,0,A,0
1001.25,5,6,A,1
220.41,11,0,B,0
130.47,20,6,D,0
247.97,1,3,B,0
374.2,17,1,A,0
302.51,12,6,C,0
790.89,14,0,A,0
148.43,12,6,A,0
1384.17,23,4,D,1
583.96,8,4,C,0
147.4,23,6,A,0
477.23,9,4,C,0
2399.9,14,1,A,1
1078.32,2,4,A,1
456.35,19,1,A,0
77.28,6,6,A,0
119.74,20,4,A,0
190.59,22,0,A,0
403.61,16,6,B,0
291.1,20,4,A,0
199.75,17,4,B,1
148.02,19,2,D,0
64.84,6,2,A,0
548.31,12,0,A,0
121.55,22,6,A,0
42.61,13,1,B,0
116.31,13,3,C,0
44.69,18,1,B,0
643.66,11,1,C,0
116.35,6,1,C,0
62.23,17,5,C,0
130.01,5,0,C,0
1046.25,20,3,D,0
379.18,21,5,A,0
684.47,6,5,C,0
974.35,18,5,C,0
858.41,8,5,B,0
563.5,23,5,C,0
204.13,2,6,B,0
328.71,22,2,A,0
162.74,22,3,B,0
137.42,6,1,C,0
297.04,1,6,D,0
76.39,8,3,A,0
783.39,4,5,D,0
284.6,12,5,B,0
904.56,3,6,A,1
47.75,18,1,A,0
70.11,17,5,B,0
239.43,19,2,C,0
394.72,19,1,A,0
422.24,19,0,B,0
950.36,1,5,B,0
696.44,18,5,A,0
483.81,10,1,C,0
303.67,1,4,B,0
269.1,15,6,A,0
322.29,19,5,C,0
668.96,23,3,C,0
137.32,11,0,A,0
861.55,18,6,A,0
187.35,7,2,D,0
141.95,11,0,A,0
726.29,17,3,B,0
460.84,15,5,A,0
543.57,20,6,A,0
728.04,2,3,C,0
226.17,13,1,B,0
284.44,5,0,B,0
305.45,13,5,B,0
235.32,10,2,A,0
85.8,0,3,A,0
56.81,15,6,A,0
141.47,23,1,D,0
1865.32,5,5,C,0
26.06,4,6,A,0
432.83,8,0,B,0
320.3,15,0,C,0
52.53,21,3,A,0
369.96,19,5,A,0
91.83,4,2,D,0
413.4,14,1,C,0
541.04,17,4,A,1
1122.97,9,3,B,0
376.02,20,5,D,0
850.0,3,2,A,0
63.48,6,2,C,0
805.28,6,5,D,1
70.43,4,5,B,0
127.81,21,0,B,0
660.07,17,6,A,0
382.93,23,3,C,1
309.9,13,5,A,0
650.45,2,1,B,0
127.46,3,3,B,0
1045.44,18,4,B,0
127.56,16,4,D,0
109.67,0,1,B,0
189.54,14,3,C,0
546.46,3,5,B,0
212.66,8,5,A,0
531.27,8,1,B,0
877.45,21,1,A,0
2066.3,2,1,C,1
791.6,16,4,A,0
768.0,11,2,C,0
219.07,16,1,C,0
130.23,4,3,A,0
814.36,16,5,C,0
1587.22,17,3,A,0
132.09,0,5,A,0
1069.8,10,2,D,0
405.31,8,4,D,0
304.88,22,6,B,0
265.05,4,0,B,0
1767.73,3,6,B,1
147.64,15,1,B,0
31.84,14,6,A,0
371.36,5,6,B,0
417.19,20,0,C,0
308.43,13,5,B,0
545.71,18,4,C,0
18.74,3,5,A,0
1084.98,5,1,B,0
326.42,10,3,A,0
20.13,3,6,A,0
1980.51,9,4,A,1
13.12,22,4,A,0
624.27,0,1,C,0
242.51,13,1,B,0
160.22,19,3,A,0
338.57,21,0,B,0
218.48,11,0,C,0
68.68,12,3,C,0
220.42,0,6,A,0
478.7,6,6,C,0
1099.99,14,2,C,0
466.64,13,6,B,0
679.44,4,0,B,0
603.07,18,6,A,0
1.84,0,4,A,0
1507.81,12,5,A,1
681.47,9,2,B,0
155.33,6,6,A,0
647.15,1,2,C,0
139.4,23,2,A,0
58.1,23,2,A,0
98.01,7,6,C,0
33.07,15,5,A,0
251.17,14,3,D,0
434.41,4,3,A,0
305.65,2,1,D,0
296.5,1,6,B,0
178.06,11,0,B,1
294.29,4,1,A,0
192.32,9,6,B,0
242.08,14,4,D,0
178.02,6,1,C,0
1202.01,7,3,C,0
731.36,17,6,A,0
84.15,16,2,C,0
309.06,7,3,C,0
1131.2,1,4,D,1
351.41,11,0,A,0
121.63,21,4,A,0
410.65,7,2,A,0
127.3,20,6,B,0
711.76,4,4,B,0
662.84,12,4,A,0
418.07,1,0,D,0
609.88,10,2,A,0
70.77,6,6,B,0
107.44,22,0,C,0
159.54,16,0,B,0
40.23,23,0,D,0
682.39,19,4,B,0
388.66,7,3,D,0
0.53,22,2,A,1
161.16,19,2,B,0
410.28,15,4,A,0
456.54,17,1,A,0
494.69,17,3,D,0
1003.73,12,1,A,0
51.12,12,4,C,0
193.2,18,2,B,0
91.51,8,3,A,0
702.29,6,6,B,0
15.4,19,6,B,0
74.85,21,6,C,0
266.36,12,1,B,0
16.3,21,1,A,0
279.42,21,2,A,0
1703.91,15,5,A,1
1048.15,1,2,C,1
84.63,20,5,A,0
227.16,2,0,C,0
217.51,13,6,A,0
62.72,16,5,A,1
798.65,19,1,A,0
464.49,18,6,A,0
1139.06,16,0,B,0
675.73,11,5,A,0
250.46,15,2,A,0
150.04,11,1,A,0
294.7,3,2,A,0
441.62,5,1,A,0
194.76,11,2,A,0
124.69,15,6,C,0
862.81,0,2,B,0
385.96,18,5,C,0
393.6,11,5,D,0
347.36,6,3,D,0
783.53,21,6,D,1
483.38,2,4,D,0
330.11,11,3,C,0
321.06,19,4,A,0
1892.59,7,4,A,1
254.48,16,4,D,1
306.82,5,6,A,0
499.04,4,3,B,0
2565.4,3,6,A,1
316.48,22,3,D,1
550.32,10,5,A,0
77.2,20,6,C,0
762.12,6,2,C,0
184.22,0,4,B,0
430.73,17,5,A,0
249.26,17,3,A,0
545.7,16,0,C,0
26.52,11,5,B,0
95.45,4,0,A,0
330.55,3,2,D,0
615.34,4,4,C,0
439.87,3,1,A,0
272.47,20,0,B,0
213.03,15,3,C,0
63.7,20,5,C,1
742.18,22,0,A,0
51.62,9,4,A,0
1154.24,2,5,B,1
149.45,3,4,B,0
846.57,4,3,B,0
288.13,0,5,A,0
1.23,21,0,B,0
391.66,20,2,A,0
1.75,12,3,A,0
89.93,17,5,B,0
484.19,4,6,C,0
0.01,18,5,A,0
819.91,20,0,D,0
97.59,14,0,A,0
522.34,8,6,B,0
179.07,12,4,B,0
865.1,0,6,B,0
309.91,14,5,C,0
137.45,14,0,B,0
816.76,19,0,B,0
152.86,17,3,C,0
56.89,23,6,D,0
789.07,7,1,C,0
633.13,18,5,A,0
444.53,6,6,C,0
669.11,20,2,B,0
454.75,1,4,B,0
918.32,16,2,A,0
58.22,8,4,A,0
486.83,2,5,A,0
469.91,17,4,A,0
457.13,12,1,C,0
108.05,1,4,B,0
238.53,12,5,D,0
464.98,6,5,B,0
511.36,1,1,B,0
352.67,12,6,A,0
70.85,5,5,A,0
1658.69,2,5,B,1
116.29,7,0,A,0
625.12,13,3,A,0
643.65,5,4,A,0
248.2,5,3,B,0
547.96,5,0,B,0
126.03,0,0,B,0
441.55,10,0,A,0
649.94,10,6,D,0
424.03,10,0,C,0
934.08,21,6,A,0
88.33,4,2,C,0
1181.9,16,0,C,0
486.6,20,6,D,0
1070.2,23,0,D,1
93.15,10,0,B,0
305.16,4,4,D,0
24.91,1,2,D,0
100.99,20,6,A,0
962.58,18,6,A,0
340.46,10,6,D,1
9.52,22,4,A,0
253.28,14,2,A,0
103.6,3,3,A,0
400.07,1,3,B,0
288.05,18,0,B,0
172.65,10,4,A,0
122.49,22,0,A,0
184.05,10,6,A,0
84.99,14,4,B,0
57.15,11,1,D,0
315.59,22,4,C,0
757.21,21,2,A,0
57.18,2,2,A,0
11.09,10,0,C,0
561.55,8,6,B,0
549.16,18,3,A,0
805.04,17,5,B,0
597.09,16,2,A,0
10.36,12,6,B,0
109.99,5,4,B,0
117.54,3,6,D,0
37.58,17,1,C,0
649.45,18,5,D,1
817.06,4,3,B,0
281.03,23,0,C,0
303.78,19,0,B,1
93.07,4,6,A,0
160.68,0,1,D,0
393.05,9,0,A,0
188.32,16,2,C,0
523.89,0,2,A,0
115.61,0,5,A,0
116.49,16,1,B,0
563.46,6,6,A,0
595.08,8,4,B,0
12.94,3,1,A,0
732.03,7,3,B,0
415.21,3,1,A,0
334.47,19,5,B,0
148.36,5,2,D,0
36.27,21,1,A,0
17.06,10,3,A,0
254.07,8,3,B,0
734.08,17,0,A,0
93.65,16,0,B,0
72.42,16,1,A,0
256.53,18,2,D,0
215.91,11,1,A,0
803.88,23,3,B,0
30.17,9,0,B,0
93.47,1,3,A,0
359.65,8,5,A,0
116.08,16,5,C,0
1483.63,22,5,C,0
932.55,10,0,D,1
256.27,20,1,B,0
912.37,23,5,C,1
220.02,21,5,C,0
210.68,18,4,A,0
74.49,12,5,C,0
183.64,9,6,A,0
499.71,19,6,A,0
3.2,21,6,B,0
784.2,13,2,B,0
288.88,8,6,D,0
276.89,14,4,A,0
362.14,22,6,A,1
1099.46,10,4,D,1
215.04,2,3,A,0
112.06,1,3,D,0
79.96,8,5,A,0
198.3,3,6,C,0
473.75,11,6,B,0
64.91,6,4,B,0
394.97,17,3,C,0
46.3,23,2,A,0
203.22,3,1,A,0
188.32,2,2,C,0
369.98,18,0,C,0
461.76,20,2,C,0
654.53,3,6,A,0
605.2,17,4,B,0
822.66,12,1,A,1
178.93,8,0,B,0
613.75,17,2,B,0
118.38,11,0,C,0
663.79,22,4,A,0
109.92,15,3,A,0
626.72,9,3,C,0
742.88,8,4,B,0
55.3,10,6,B,0
51.75,19,3,D,0
204.02,13,0,B,0
143.23,21,6,A,0
1059.67,13,4,B,0
1310.44,19,2,A,0
211.33,18,0,A,0
831.21,10,4,C,0
728.64,8,1,B,0
1283.57,21,4,C,0
31.46,10,0,B,0
133.19,12,6,C,0
335.2,1,4,A,0
828.5,6,6,A,0
44.36,2,2,C,0
148.48,17,5,C,0
21.94,22,1,A,0
148.92,7,0,A,0
323.85,0,0,C,0
855.32,15,3,B,0
264.97,19,6,A,0
276.59,16,5,C,0
1326.21,22,5,B,1
166.14,9,5,A,0
420.6,7,0,B,0
157.87,10,0,A,0
118.43,14,2,C,0
157.9,13,5,D,0
139.22,11,3,A,0
113.48,13,1,C,0
34.95,19,4,B,0
136.93,6,0,A,0
20.79,1,3,A,0
182.38,8,4,B,0
187.37,14,6,B,0
252.7,7,1,B,0
804.83,11,1,B,0
647.28,6,3,B,0
157.21,22,2,B,0
494.55,4,5,B,0
317.28,10,1,A,0
1159.67,0,0,B,1
2069.14,23,2,C,1
998.92,12,2,C,0
19.14,20,6,C,0
942.87,8,6,B,0
420.82,9,0,C,0
